tenure,MonthlyCharges,TotalCharges,gender_Male,SeniorCitizen_Yes,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,MonthlyToTotalRatio,TenureGroup_13-24 months,TenureGroup_25-36 months,TenureGroup_37-48 months,TenureGroup_49-60 months,TenureGroup_61-72 months
-1.2774445836787656,-1.5142856770703037,-0.9996737016929523,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,2.9952369527280047,False,False,False,False,False
-0.9109613101984924,1.1213243651931677,-0.5499508755798359,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,-0.2220132605457371,False,False,False,False,False
-0.7888002190384014,-0.6634456129852487,-0.7612462056435851,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.2746306909982866,True,False,False,False,False
-0.5851984004382496,0.572931355138347,-0.3787687640643921,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,-0.3549257243271067,True,False,False,False,False
0.18848851024232702,-0.6435040489832552,-0.3047458571890655,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,-0.45810926963807086,False,False,True,False,False
-1.1145631287986442,-1.4760643460664828,-0.9542841709635542,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0.03351742409356684,False,False,False,False,False
-0.8702409464784621,0.3386179781149237,-0.6480814515001541,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.23271303646726646,False,False,False,False,False
1.2879383306831464,1.1429277261953275,1.716633623669467,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,-0.5022982487760602,False,False,False,False,True
-1.2774445836787656,-0.30615925794953225,-0.983623998949629,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2.9952369527401186,False,False,False,False,False
0.18848851024232702,0.9219087251732329,0.5254675147028327,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,-0.464745546641148,False,False,True,False,False
0.6364125111626608,1.3456669602155942,1.1984070456821667,False,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,-0.48454647741244444,False,False,True,False,False
-0.5037576729981889,0.9900424021800438,-0.16939409994104043,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,-0.38248620115266424,True,False,False,False,False
-0.2594354906780068,0.1574821050968162,-0.21337072699014598,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,-0.42216418490709273,False,True,False,False,False
-0.0965540357978854,-1.5076384890696393,-0.7527246303218208,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,-0.4402041360692082,False,True,False,False,False
1.4915401492832983,0.07106866108817798,1.0131400506038066,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,-0.5074627223175302,False,False,False,False,True
1.247217966963116,0.8188773111629334,1.4633927155970328,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,-0.5026379999191394,False,False,False,False,True
-1.1145631287986442,-1.5093002860698053,-0.952495964743184,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,-0.013733659075214134,False,False,False,False,False
0.26992923768238775,-1.4727407520661506,-0.6593405277024853,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,-0.46739336996034403,False,False,True,False,False
-1.1552834925186746,1.2276793732037996,-0.8471904873213802,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.4322449241809892,False,False,False,False,False
1.125056875803025,1.2093996062019723,1.6708025605399774,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,-0.5001494848648141,False,False,False,True,False
-0.5444780367182193,1.2808568772091153,-0.11947886211070535,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,-0.37697022374914835,True,False,False,False,False
-0.8702409464784621,1.2376501552047963,-0.5024419893299991,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,-0.24284754058707325,False,False,False,False,False
-0.055833672077855064,1.1695164781979852,0.39885809897661784,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,-0.4479169273913656,False,True,False,False,False
-0.0965540357978854,0.6493740171459885,0.06856978708823061,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,-0.43652859394755494,False,True,False,False,False
0.8400143297628127,-1.3348116010523623,-0.44343118405778065,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,-0.49103994107372234,False,False,False,True,False
-1.1145631287986442,0.8172155141627669,-0.8042956146524987,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,0.12849989645294624,False,False,False,False,False
0.758573602322752,0.4931650991303729,0.7468077068686617,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.4882214895315233,False,False,False,True,False
1.5729808767233588,0.8155537171626008,1.8126448440693463,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,-0.5097226722987777,False,False,False,False,True
1.1657772395230555,-1.3215172250510334,-0.3465810520977276,False,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,-0.500099867517333,False,False,False,False,True
-0.9924020376385531,0.3236618051134285,-0.7403396464992564,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.12280688727275055,False,False,False,False,False
-0.9109613101984924,-0.32610082195152557,-0.756985417982703,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,-0.21603607757864582,False,False,False,False,False
-0.8295205827584317,-0.49560411596847015,-0.7356594030582874,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,-0.27228434421315845,False,False,False,False,False
1.369379058123207,-0.030300955921955676,0.8748079496551648,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,-0.5061887074147198,False,False,False,False,True
-0.3408762181180675,-0.143303151933252,-0.3720133183429934,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-0.4102658056437677,True,False,False,False,False
-1.1552834925186746,-0.27458511494637583,-0.9043468565132147,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.2948549673840721,False,False,False,False,False
-1.1552834925186746,0.8039211381614382,-0.851318815262235,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.33075344776722515,False,False,False,False,False
0.10704778280226633,-0.304497460949366,-0.11782311561036253,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.461396204154302,False,True,False,False,False
0.5142514200025698,0.6959043331506402,0.6600024370106885,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,-0.4787778941948777,False,False,True,False,False
1.3286586944031769,1.503537675231376,2.1437941441379116,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,-0.5046353978257524,False,False,False,False,True
-0.748079855318371,0.5363718211346925,-0.499152572949318,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-0.3099549473235352,True,False,False,False,False
1.1657772395230555,-0.467353566965646,0.35563207700766775,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,-0.5010618012150123,False,False,False,False,True
1.4508197855632678,0.5180920541328647,1.3651517565766915,True,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,-0.5062728665591021,False,False,False,False,True
-0.38159658183809786,-0.23304018994222275,-0.44173128431742875,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,-0.39938986614307515,True,False,False,False,False
0.9214550572028734,0.5579751821368518,0.9829392344375535,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,-0.495126830071263,False,False,False,True,False
1.4915401492832983,-1.3397969920528607,-0.2495101539376287,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,-0.5088265666489685,False,False,False,False,True
-1.0331224013585834,0.5480044001358552,-0.7520181784816745,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,-0.06153815248256163,False,False,False,False,False
1.6137012404433893,0.4748853321285456,1.5221386014291962,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.5103759721318936,False,False,False,False,True
1.1657772395230555,-0.5005895069689685,0.29940292585602535,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.4997529957813743,False,False,False,False,True
1.2879383306831464,0.5164302571326987,1.2073260001640134,True,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,-0.5025229704236,False,False,False,False,True
-0.015113308357824713,0.9451738831755587,0.28598034089324614,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,-0.4463784966241508,False,True,False,False,False
-1.2774445836787656,0.4915033021302069,-0.973027221347435,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,2.9952369527420495,False,False,False,False,False
-1.1960038562387048,0.5829021371393436,-0.913486577195107,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.8050841627881662,False,False,False,False,False
-1.1960038562387048,-1.481049737066981,-0.9858095843300817,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0.8596392578193988,False,False,False,False,False
1.6137012404433893,0.6526976111463211,1.6836290767626334,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,-0.5101982539459676,False,False,False,False,True
-0.2594354906780068,-1.1619847130350858,-0.6608858911028053,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,-0.4247258593838142,False,True,False,False,False
0.26992923768238775,1.1861344481996465,0.670422601652846,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,-0.4654869633368549,False,False,True,False,False
-1.2774445836787656,-1.502653098069141,-0.9995191653529202,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,2.995236952728336,False,False,False,False,False
-1.2774445836787656,-1.504314895069307,-0.9995412419729249,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,2.99523695272829,False,False,False,False,False
0.9621754209229036,0.8022593411612722,1.1853818398794698,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,-0.4958005060241173,False,False,False,True,False
0.43281069256250915,1.422109622223236,0.9937126249997841,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,-0.47508838410598553,False,False,True,False,False
-1.2774445836787656,-1.3082228490497045,-0.9969362008123854,False,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,2.9952369527325233,False,False,False,False,False
-0.13727439951791576,0.20401242110146783,-0.14071657055510275,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,-0.43112639825094,False,True,False,False,False
-1.2367242199587352,0.572931355138347,-0.9266221660978268,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1.0191501471195439,False,False,False,False,False
1.4508197855632678,0.4931650991303729,1.4032560027045813,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,-0.5076006551694342,False,False,False,False,True
1.4100994218432374,0.8238627021634315,1.8057790152479252,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-0.5094620005361993,False,False,False,False,True
-0.5444780367182193,-1.3248408190513656,-0.8016464202519502,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,-0.3701624936774993,True,False,False,False,False
1.369379058123207,-0.2662761299455452,0.6292276287243166,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False,-0.5050121201896137,False,False,False,False,True
-1.1552834925186746,-1.1869116680375775,-0.9509285247228595,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.2373691154309932,False,False,False,False,False
-0.9516816739185228,-1.4960059100684764,-0.9151423236954498,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,-0.22613476606090557,False,False,False,False,False
0.8400143297628127,1.2991366442109427,1.41387485692678,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,-0.49211361229220696,False,False,False,True,False
-0.38159658183809786,-1.504314895069307,-0.8005425892517216,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,-0.4119919408780672,True,False,False,False,False
0.7178532386027215,1.4553455622265583,1.469154713418226,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,-0.4906376060773398,False,False,False,True,False
-1.2367242199587352,0.3386179781149237,-0.9411485820608345,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.1962463409592952,False,False,False,False,False
1.0843365120829946,-1.4760643460664828,-0.4487295728588777,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,-0.5023160381223094,False,False,False,True,False
1.247217966963116,0.6227852651433307,1.3915774707221633,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,-0.5047978113192723,False,False,False,False,True
-0.30015585439803716,0.2089978121019659,-0.19674703212670397,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,-0.4219778507182188,False,True,False,False,False
-0.748079855318371,0.5214156481331973,-0.5348283908767048,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,-0.29264495320743983,True,False,False,False,False
1.3286586944031769,0.07605405208867606,0.8946548310392741,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,-0.5041043584437015,False,False,False,False,True
1.4915401492832983,-0.2729233179462098,0.737071917446646,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,-0.5085533946623825,False,False,False,False,True
-0.46303730927815856,0.3087056321119333,-0.31684384495157036,False,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.3912917241584127,True,False,False,False,False
0.43281069256250915,0.8803638001690798,0.7640716237122365,True,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,-0.4785976448179043,False,False,True,False,False
1.5729808767233588,0.9052907551715716,1.8994280373073151,True,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,-0.5097482363584449,False,False,False,False,True
-0.5444780367182193,-1.3098846460498705,-0.7581996320829544,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,-0.4002318915990757,True,False,False,False,False
0.3106496014024181,-1.4993295040688086,-0.6415688485988057,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,-0.47527937358932393,False,False,True,False,False
-0.9516816739185228,0.6161380771426661,-0.6534681467812694,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,-0.19080218275554547,False,False,False,False,False
1.0436161483629645,1.2791950802089493,1.6488363236354293,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,-0.49841908706933247,False,False,False,True,False
-1.2774445836787656,-1.491020519067978,-0.9993646290128883,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,2.9952369527286558,False,False,False,False,False
